country_code,country_name,year,gdp_usd_bn,gdp_per_capita,gdp_growth_rate,internet_penetration,unemployment_rate,population_mn,rd_expenditure_pct_gdp,ease_of_doing_business_rank,startup_count,total_funding_usd_mn,num_deals,avg_deal_size_usd_mn,num_unicorns,cumulative_unicorns,top_sector,funding_per_startup,pandemic_period,is_partial,startup_density,funding_intensity,unicorn_rate,startup_growth_yoy,funding_growth_yoy,is_pandemic,is_post_pandemic,innovation_score,digital_readiness,investment_efficiency,economic_stability,startup_momentum,funding_momentum,gdp_per_startup,unicorn_pipeline,strong_recovery,high_innovation,funding_per_deal,year_idx,sector_AI/ML,sector_AgriTech,sector_BioTech,sector_CleanTech,sector_CyberSecurity,sector_EV/CleanTech,sector_EdTech,sector_FinTech,sector_HealthTech,sector_Mobility,sector_SaaS,sector_Web3,sector_eCommerce,period_enc,period_during,period_post,period_pre,gdp_usd_bn_scaled,gdp_per_capita_scaled,gdp_growth_rate_scaled,internet_penetration_scaled,unemployment_rate_scaled,population_mn_scaled,rd_expenditure_pct_gdp_scaled,startup_count_scaled,total_funding_usd_mn_scaled,num_deals_scaled,num_unicorns_scaled,startup_density_scaled,funding_intensity_scaled,startup_growth_yoy_scaled,funding_growth_yoy_scaled,innovation_score_scaled,digital_readiness_scaled,investment_efficiency_scaled,economic_stability_scaled,startup_momentum_scaled,funding_momentum_scaled,funding_per_deal_scaled
CN,China,2016,11.23,8117,6.7,53.2,4.0,1382.7,2.11,78,14000,65000.0,5800,11.21,30,95,AI/ML,4.6429,pre,0,10.13,5788.0677,2.1429,16.67,32.65,0,0,0.3902,0.3288,0.461538,0.8673,13.335,10.15,802085.57,6.7852,0,0,11.205,1,True,False,False,False,False,False,False,False,False,False,False,False,False,0,False,False,True,1.184981116100102,-1.3769236372039366,1.3551981100518329,-1.8399490297205128,-0.5991113630253826,2.4799760882554063,-0.2055995668598094,0.22872153275787763,1.0958547107418979,1.529571873474978,1.4239919761626723,-0.7686066578346129,0.07256057442815798,0.8257174934220658,0.5362651486469868,-1.2126923597572965,-1.4560468691131574,-0.750085333471007,1.3008741465826945,0.6861743787354373,-0.198219415885226,1.195034970781576
CN,China,2017,12.31,8827,6.8,54.3,3.9,1390.1,2.13,78,17000,75000.0,6700,11.19,37,132,AI/ML,4.4118,pre,0,12.23,6092.6076,2.1765,21.43,15.38,0,0,0.3967,0.3387,0.493333,0.8738,16.0333,11.8933,724075.05,7.7642,0,0,11.1924,2,True,False,False,False,False,False,False,False,False,False,False,False,False,0,False,False,True,1.3622445021905787,-1.3455906683842203,1.3867740702413036,-1.771729266585399,-0.6410659402680564,2.4963816632604034,-0.19046711591330726,0.39237980870166034,1.3380303173919796,1.8802004867316544,1.8994106009546614,-0.7560645953003049,0.12332198073469677,1.2909324720799535,0.09664565016854228,-1.1791526595682809,-1.4041972027758192,-0.6733707254706047,1.3478821925443178,1.1592908292848108,-0.11635808028087649,1.1915207160340326
CN,China,2018,13.61,9634,6.6,59.6,3.8,1395.4,2.18,46,20000,105000.0,7200,14.58,41,173,AI/ML,5.25,pre,0,14.33,7714.9155,2.05,17.65,40.0,0,0,0.4868,0.378,0.390476,0.8712,18.5833,29.3433,680465.98,8.6496,0,0,14.5813,3,True,False,False,False,False,False,False,False,False,False,False,False,False,0,False,False,True,1.5756170965587453,-1.3099769981905425,1.3236221498623617,-1.443034044207122,-0.6830205175107303,2.508131602115334,-0.15263598854705165,0.556038084645443,2.0645571373422253,2.0749941607631417,2.1710783865500836,-0.743522532765997,0.39373196795216,0.9214970478516307,0.7233643561638698,-0.7142408154097732,-1.198369739436689,-0.9215429045898808,1.3290789741596685,1.6064045486269531,0.7030535564402268,2.136715788569677
CN,China,2019,14.28,10000,5.95,64.5,3.6,1400.1,2.23,31,22000,81000.0,7400,10.95,40,213,AI/ML,3.6818,pre,0,15.71,5672.2689,1.8182,10.0,-22.86,0,0,0.542,0.4137,0.493827,0.8583,16.36,10.84,649061.41,9.6814,0,0,10.9445,4,True,False,False,False,False,False,False,False,False,False,False,False,False,0,False,False,True,1.6855860490408,-1.2938250734186887,1.118378408630802,-1.1391460084234322,-0.7669296719960779,2.5185513592131024,-0.11480486118079643,0.6651436019412982,1.4833356813820289,2.1529116303757365,2.103161440151228,-0.7352806059577375,0.05325896588159449,0.17383011786573932,-0.876779342409091,-0.42941136149690273,-1.0113967002202275,-0.672178807988227,1.235786082943524,1.216573986974645,-0.1658186119117268,1.1223791484216552
CN,China,2020,14.69,10408,2.24,70.4,3.8,1411.1,2.4,31,21000,71000.0,6900,10.29,38,251,HealthTech,3.381,during,0,14.88,4833.2199,1.8095,-4.55,-12.35,1,0,0.5814,0.4626,0.535211,0.7384,7.7,1.5967,699490.5,11.9518,0,0,10.2884,5,False,False,False,False,False,False,False,False,True,False,False,False,False,1,True,False,False,1.7528804826492217,-1.2758196490828517,-0.053089714398563415,-0.7732400061532747,-0.6830205175107303,2.542938024761071,0.013820971864471785,0.6105908432933707,1.241160074731947,1.9581179563442492,1.967327547353517,-0.7402377068641545,-0.08659563839224607,-1.248203062695662,-0.6092402034971942,-0.2261091788127163,-0.7552907725539818,-0.5723279717721979,0.3686684351283546,-0.30185927165396337,-0.5998625994019374,0.9393868833531562
CN,China,2021,17.73,12556,8.45,73.0,3.9,1412.6,2.43,31,26000,112500.0,8500,15.29,74,325,EV/CleanTech,5.0,during,0,18.41,7332.2053,2.8462,23.81,83.1,1,0,0.5955,0.486,0.657778,0.924,9.7533,15.9633,681896.85,12.4995,0,0,13.2337,6,False,False,False,False,False,True,False,False,False,False,False,False,False,1,True,False,False,2.2518440879409343,-1.1810263856677097,1.9077774133675707,-0.6119932932884601,-0.6410659402680564,2.5462634791539758,0.036519648284225194,0.8833546365330085,2.246188842329787,2.581457713245008,4.412337617712318,-0.7191550969850559,0.32994095744793145,1.5235399614088976,1.8205039267730743,-0.15335382917192875,-0.6327370157566373,-0.2765997327791075,1.7109289475094682,0.05816370870886813,0.0747597054758508,1.7608578760467244
CN,China,2022,17.96,12720,2.99,75.6,5.6,1412.2,2.55,31,24000,75000.0,7800,9.62,18,343,EV/CleanTech,3.125,post,0,16.99,4175.9465,0.75,-7.69,-42.31,0,1,0.6161,0.5099,0.24,0.6992,3.8567,9.48,748302.15,14.2911,0,0,9.6142,7,False,False,False,False,False,True,False,False,False,False,False,False,False,2,False,True,False,2.28959462386761,-1.1737889111797752,0.18372998702246732,-0.45074658042364535,0.0721618728573989,2.545376691315868,0.12731435396323784,0.7742491192371533,1.3380303173919796,2.308746569600926,0.6089886193764051,-0.7276359202225403,-0.19615147036001163,-1.555088573827126,-1.3718922112802983,-0.04705877934212593,-0.5075645889422553,-1.2846096557604592,0.08517375794441338,-0.9757385491236321,-0.22968106612036293,0.751346363448901
CN,China,2023,17.79,12541,5.2,77.5,5.2,1409.7,2.55,31,22000,55000.0,7000,7.86,8,351,AI/ML,2.5,post,0,15.61,3091.6245,0.3636,-8.33,-26.67,0,1,0.6248,0.5221,0.145455,0.7803,2.5967,4.7067,808599.61,15.9538,0,0,7.856,8,True,False,False,False,False,False,False,False,False,False,False,False,False,2,False,True,False,2.2616920538348495,-1.1816883497977038,0.8815587072097713,-0.3329124440993571,-0.09565643611329627,2.5398342673276932,0.12731435396323784,0.6651436019412982,0.8536791040918159,1.9970766911505466,-0.07018084461215077,-0.7358778470307998,-0.37688873864281675,-1.6176384869239848,-0.973765462223965,-0.0021671806275972297,-0.44366904052654577,-1.5127267374839388,0.671689531404048,-1.1966653280926907,-0.4538241930866004,0.26096837161315206
CN,China,2024,18.53,13141,4.8,78.5,5.1,1407.8,2.6,31,21000,48000.0,6700,7.16,6,357,AI/ML,2.2857,post,1,14.92,2590.394,0.2857,-4.55,-12.73,0,1,0.633,0.5326,0.125,0.7715,-6.8567,-27.2367,882338.94,16.9992,0,0,7.1631,9,True,False,False,False,False,False,False,False,False,False,False,False,False,2,False,True,False,2.383150299859806,-1.1552097845979434,0.7552548664518881,-0.2708944776128898,-0.13761101335597034,2.5356220250966803,0.16514548132949342,0.6105908432933707,0.6841561794367585,1.8802004867316544,-0.20601473740986193,-0.7399988104349295,-0.4604349835313504,-1.248203062695662,-0.6189133598041896,0.0401444411493146,-0.3886769701687632,-1.5620803247350232,0.6080478691790813,-2.854212321986419,-1.9538123693867089,0.0677122514089715
DE,Germany,2015,3.36,41072,1.47,87.6,4.6,81.7,2.88,15,2800,3400.0,820,4.15,3,8,eCommerce,1.2143,pre,0,34.27,1011.9048,1.0714,7.14,-8.82,0,0,0.7261,0.6686,0.882353,0.6874,7.14,-8.82,1199571.58,2.8561,0,1,4.1413,0,False,False,False,False,False,False,False,False,False,False,False,False,True,0,False,False,True,-0.10674374365179772,0.0774115563928992,-0.2962246078574884,0.2934690174139624,-0.34738389956933957,-0.40430135519071864,0.37699979458052335,-0.38226936409891116,-0.3959470262226068,-0.4105731198786329,-0.4097655766064287,-0.6244326627973777,-0.7235411697213477,-0.10568980628584888,-0.5193816725401063,0.5205361469335215,0.3236012744653763,0.2652522279596991,-0.00016392549361019394,-0.4000489511957672,-1.0890067367218639,-0.7750952879661086
DE,Germany,2016,3.48,42341,2.22,88.6,4.2,82.3,2.93,17,3000,3100.0,860,3.6,2,10,FinTech,1.0333,pre,0,36.45,890.8046,0.6667,7.14,-8.82,0,0,0.7304,0.6807,0.645161,0.724,7.14,-8.82,1159613.46,3.3322,0,1,3.6005,1,False,False,False,False,False,False,False,True,False,False,False,False,False,0,False,False,True,-0.08704781186396694,0.1334137217903923,-0.05940490643645757,0.3554869839004297,-0.5152022085400347,-0.4029711734335567,0.41483092194677895,-0.37135881236932566,-0.40321229442210926,-0.3949896259561139,-0.4776825230052843,-0.61141280740462,-0.7437264277318846,-0.10568980628584888,-0.5193816725401063,0.5427239485970246,0.3869730888776784,-0.30704188434825597,0.2645275333056823,-0.4000489511957672,-1.0890067367218639,-0.925929333003518
DE,Germany,2017,3.69,44693,2.64,89.7,3.8,82.7,3.04,20,3300,5100.0,900,5.67,3,13,FinTech,1.5455,pre,0,39.9,1382.1138,0.9091,10.0,64.52,0,0,0.7375,0.699,0.588235,0.7506,8.0933,15.6267,1117843.08,3.9382,0,1,5.6604,2,False,False,False,False,False,False,False,True,False,False,False,False,False,0,False,False,True,-0.052579931235263146,0.23720969737345277,0.07321412635931962,0.4237067470355443,-0.6830205175107303,-0.4020843855954488,0.49805940215254063,-0.3549929847749474,-0.3547771730920929,-0.37940613203359497,-0.4097655766064287,-0.5908079903839712,-0.661833887794292,0.17383011786573932,1.3475374947099878,0.5793596211111799,0.48281641150124266,-0.4443922782790911,0.4568989213947863,-0.2328985556471931,0.058953748059213315,-0.351404463601596
DE,Germany,2018,4.0,48195,1.88,90.4,3.4,83.0,3.13,24,3600,5700.0,960,5.94,4,17,Mobility,1.5833,pre,0,43.37,1425.0,1.1111,9.09,11.76,0,0,0.7395,0.7161,0.701754,0.7413,8.7433,22.4867,1110802.55,4.7209,0,1,5.9313,3,False,False,False,False,False,False,False,False,False,True,False,False,False,0,False,False,True,-0.0016987741167003786,0.39175625625605387,-0.16676317108065827,0.4671193235760716,-0.8508388264814257,-0.40141929471686777,0.5661554314118002,-0.3386271571805691,-0.34024663669308797,-0.3560308911498165,-0.3418486302075731,-0.5700837251487101,-0.6546855179972851,0.08489196018114308,0.004496108507165901,0.5896795288616462,0.5723749260839176,-0.17049494896323414,0.3896412556343096,-0.11892839189331365,0.38108348031748085,-0.2758479865294174
DE,Germany,2019,3.89,46794,1.05,91.6,3.0,83.2,3.17,22,3900,6800.0,1010,6.73,4,21,Mobility,1.7436,pre,0,46.88,1748.072,1.0256,8.33,19.3,0,0,0.7517,0.7231,0.588235,0.7298,9.14,31.86,997180.21,5.3832,0,1,6.726,4,False,False,False,False,False,False,False,False,False,True,False,False,False,0,False,False,True,-0.01975337825554521,0.3299288065146135,-0.4288436406532656,0.5415408833598316,-1.018657135452121,-0.4009759007978138,0.5964203333048046,-0.32226132958619086,-0.313607319961579,-0.3365515237466678,-0.3418486302075731,-0.549120563484224,-0.6008351389229305,0.010613938378623159,0.1964318941775465,0.6526309661394907,0.6090363063224394,-0.4443922782790911,0.30647317431759225,-0.04937152426075356,0.8212319671070464,-0.05419891923794345
DE,Germany,2020,3.89,46706,-4.57,92.0,3.8,83.2,3.14,22,3700,5600.0,950,5.89,4,25,HealthTech,1.5135,during,0,44.47,1439.5887,1.0811,-5.13,-17.65,1,0,0.7514,0.7239,0.714286,0.5311,4.0967,4.47,1051067.28,6.7549,0,1,5.8885,5,False,False,False,False,False,False,False,False,True,False,False,False,False,1,True,False,False,-0.01975337825554521,0.32604528361864865,-2.2034126033015227,0.566348069954419,-0.6830205175107303,-0.4009759007978138,0.5737216568850515,-0.33317188131577635,-0.34266839275958877,-0.35992676463044626,-0.3418486302075731,-0.563514073345025,-0.6522538401508545,-1.3048889214396906,-0.7441552783052867,0.6510829799769203,0.6132261783496993,-0.14025788441028428,-1.1305266306938684,-0.9336572578914304,-0.4649390775801182,-0.2877852963067865
DE,Germany,2021,4.26,50789,2.58,92.4,3.6,83.2,3.13,22,4500,9012.5,1200,14.33,11,36,SaaS,3.8222,during,0,54.09,2322.177525,1.6205500000000002,21.62,69.16125,1,0,0.7525,0.7349,1.220527,0.7557,8.2733,23.6037,946456.34,7.9982,0,1,7.5042,6,False,False,False,False,False,False,False,False,False,False,True,False,False,1,True,False,False,0.040975744756932865,0.5062319198030176,0.05426855024563714,0.5911552565490062,-0.7669296719960779,-0.4009759007978138,0.5661554314118002,-0.2895296743974343,-0.2600259669902483,-0.26252992761470273,0.13356999458441599,-0.5060594821164334,-0.5051419183716868,1.3095019775305836,1.4656836439464143,0.6567589292396768,0.6708369187245194,1.0811945410884314,0.49378215745698273,-0.20133758722304163,0.43353521660501515,0.16284814778889067
DE,Germany,2022,4.08,48717,1.82,92.8,3.0,84.4,3.13,22,4600,9012.5,1150,8.09,4,40,CleanTech,2.0217,post,0,54.5,2279.4118,0.8696,2.22,-45.93,0,1,0.7544,0.733,0.443828,0.7532,6.2367,1.8604,886763.75,8.6938,0,1,7.8301,7,False,False,False,True,False,False,False,False,False,False,False,False,False,2,False,True,False,0.011431847075186796,0.41479260797984535,-0.1857087471943407,0.6159624431435926,-1.018657135452121,-0.39831553728348995,0.5661554314118002,-0.28407439853264155,-0.2600259669902483,-0.28200929501785144,-0.3418486302075731,-0.503610793716878,-0.5122702071204475,-0.5865422632179516,-1.4640417529416743,0.6665628416026199,0.6608859726597777,-0.79281581649309,0.475702139779435,-0.5584324110709661,-0.5874798573616306,0.25374462574320217
DE,Germany,2023,4.46,53268,-0.3,93.3,2.9,84.4,3.13,22,4400,6500.0,1050,6.19,2,42,AI/ML,1.4773,post,0,52.13,1457.3991,0.4545,-4.35,-30.11,0,1,0.7567,0.7462,0.307692,0.6922,6.4967,-2.2929,1013406.04,9.5433,0,1,6.1846,8,True,False,False,False,False,False,False,False,False,False,False,False,False,2,False,True,False,0.07380229773665081,0.6156325250200274,-0.8551191032111208,0.6469714263868263,-1.060611712694795,-0.39831553728348995,0.5661554314118002,-0.29498495026222704,-0.3208725881610814,-0.32096802982414885,-0.4776825230052843,-0.5177654071484541,-0.6492851619878881,-1.2286562148528937,-1.0613329824767646,0.6784307355156566,0.7300188611095617,-1.121283181636753,0.03454970844728085,-0.5128443455694143,-0.7825092184386367,-0.20520030973952152
DE,Germany,2024,4.59,54912,0.2,93.8,3.0,84.7,3.15,22,4300,5500.0,1000,5.5,2,44,AI/ML,1.2791,post,1,50.77,1198.2571,0.4651,-2.27,-15.38,0,1,0.7604,0.7542,0.363636,0.7039,-1.4667,-30.4733,1067193.68,10.2302,0,1,5.4945,9,True,False,False,False,False,False,False,False,False,False,False,False,False,2,False,True,False,0.09513955717346743,0.6881837936673707,-0.6972393022637671,0.6779804096300599,-1.018657135452121,-0.397650446404909,0.5812878823583024,-0.3004402261270198,-0.3450901488260896,-0.34044739722729755,-0.4776825230052843,-0.5258878857421011,-0.6924795426030032,-1.0253689972881022,-0.6863708972082357,0.6975225648540189,0.7719175813821583,-0.9863021459401181,0.1191641911782018,-1.9091366563965575,-2.105795618865879,-0.39767548444424794
FR,France,2015,2.44,37018,1.0,83.3,10.4,66.8,2.23,27,2100,1800.0,610,2.95,2,5,eCommerce,0.8571,pre,0,31.44,737.7049,0.9524,9.52,22.22,0,0,0.6363,0.5965,1.11111,0.4731,9.52,22.22,1161351.74,2.3798,0,0,2.946,0,False,False,False,False,False,False,False,False,False,False,False,False,True,0,False,False,True,-0.25774588735850007,-0.10149528247348139,-0.444631620748001,0.026791761522153134,2.085981580505744,-0.43733420216023994,-0.11480486118079643,-0.42045629515246047,-0.4346951232866199,-0.49238646297185745,-0.4776825230052843,-0.6413345851650404,-0.7692454355108627,0.12691768304309511,0.2707624636944578,0.057172288937583866,-0.05401094199139878,0.8171944698954761,-1.5499830408129662,0.017257186856898834,0.36855986521641965,-1.1084753435009003
FR,France,2016,2.47,37341,1.1,83.8,10.1,67.0,2.22,29,2300,2200.0,650,3.38,2,7,eCommerce,0.9565,pre,0,34.33,890.6883,0.8696,9.52,22.22,0,0,0.634,0.5999,0.90909,0.4865,9.52,22.22,1073446.33,3.0422,0,0,3.3794,1,False,False,False,False,False,False,False,False,False,False,False,False,True,0,False,False,True,-0.25282190441154234,-0.0872409882076104,-0.41305566055853016,0.05780074476538679,1.9601178487777222,-0.436890808241186,-0.12237108665404735,-0.409545743422875,-0.42500809902061665,-0.4768029690493385,-0.4776825230052843,-0.6240743181535404,-0.7437458128815924,0.12691768304309511,0.2707624636944578,0.045304395024547764,-0.03620398587554552,0.32976295210207207,-1.4530741460613128,0.017257186856898834,0.36855986521641965,-0.9875961365496925
FR,France,2017,2.59,38949,2.3,84.7,9.4,67.2,2.19,31,2600,3100.0,700,4.43,3,10,FinTech,1.1923,pre,0,38.69,1196.9112,1.1538,13.04,40.91,0,0,0.6321,0.6077,0.967742,0.5472,10.6933,28.45,995770.86,3.8447,0,0,4.4223,2,False,False,False,False,False,False,False,True,False,False,False,False,False,0,False,False,True,-0.23312597262371165,-0.01627843347225274,-0.03414413828488108,0.11361691460320773,1.6664358080790054,-0.436447414322132,-0.14506976307380076,-0.3931799158284967,-0.40321229442210926,-0.4573236016461898,-0.4097655766064287,-0.5980346073680249,-0.6927038802899463,0.47094220507581896,0.7465290199516743,0.035500482661604695,0.0046472663902361626,0.4712778188559516,-1.0140913168504637,0.22298209936832472,0.6611062547162749,-0.6967218289137566
FR,France,2018,2.78,41634,1.78,85.5,9.0,67.4,2.2,32,2900,3900.0,760,5.13,4,14,AI/ML,1.3448,pre,0,43.03,1402.8777,1.3793,11.54,25.81,0,0,0.6346,0.6194,1.025641,0.5451,11.3667,29.6467,958290.24,4.8259,0,0,5.1248,3,True,False,False,False,False,False,False,False,False,False,False,False,False,0,False,False,True,-0.20194074729297964,0.1022131457966747,-0.198339131270129,0.1632312877923814,1.4986174991083099,-0.436004020403078,-0.1375035376005495,-0.37681408823411844,-0.3838382458901027,-0.43394836076241133,-0.3418486302075731,-0.5721143447971219,-0.6583729135035395,0.32434084625505594,0.3621483351210713,0.04840036734968789,0.0659241447889081,0.6109758559251541,-1.0292785316996034,0.3410551890173436,0.7173005186511829,-0.5007881812828765
FR,France,2019,2.72,40581,1.49,85.6,8.4,67.5,2.19,32,3200,5000.0,820,6.1,4,18,AI/ML,1.5625,pre,0,47.41,1838.2353,1.25,10.34,28.21,0,0,0.6343,0.6172,0.8,0.557,11.64,31.6433,849734.46,5.6232,0,0,6.0901,4,True,False,False,False,False,False,False,False,False,False,False,False,False,0,False,False,True,-0.21178871318689496,0.05574326387109534,-0.28990941581959423,0.16943308444102778,1.246890035652267,-0.43578232344355106,-0.14506976307380076,-0.36044826063974017,-0.3571989291585937,-0.4105731198786329,-0.3418486302075731,-0.5459551857969939,-0.5858065140851396,0.2070597591984456,0.4232419539020944,0.046852381187117535,0.05440199671394418,0.06655186272437491,-0.943217647554478,0.3889752594080133,0.811056236351891,-0.23155722034609547
FR,France,2020,2.63,39050,-7.86,85.1,8.0,67.6,2.35,32,3100,4800.0,790,6.08,4,22,HealthTech,1.5484,during,0,45.86,1825.0951,1.2903,-3.12,-4.0,1,0,0.6435,0.6192,0.833333,0.2862,6.2533,16.6733,848113.51,7.0945,0,0,6.0683,5,False,False,False,False,False,False,False,False,True,False,False,False,False,1,True,False,False,-0.22656066202776806,-0.011821208330293084,-3.2422616935351107,0.13842410119779414,1.0790717266815715,-0.4355606264840241,-0.024010155501783453,-0.3659035365045329,-0.36204244129159535,-0.42226074032052213,-0.3418486302075731,-0.5552124224294592,-0.5879967526422193,-1.1084431006198678,-0.39668532148821845,0.09432395683926253,0.0648766767820933,0.14697733932375864,-2.9016451623864037,-0.5555217884274054,0.10809966318771234,-0.23763743887755903
FR,France,2021,2.96,43752,6.34,85.8,7.9,67.7,2.35,32,4000,10300.0,1050,11.33,10,32,SaaS,2.975,during,0,59.08,3122.176325,1.8734374999999999,27.908749999999998,77.78125,1,0,0.6468,0.6341,0.970874,0.7219,11.7096,33.9971,739815.05,7.998,0,0,9.8002,6,False,False,False,False,False,False,False,False,False,False,True,False,False,1,True,False,False,-0.1723968496112335,0.19568248095182866,1.241524653369738,0.18183667773832143,1.0371171494388978,-0.4353389295244971,-0.024010155501783453,-0.3168060537213981,-0.2288458576340503,-0.32096802982414885,0.0656530481855604,-0.47625715257062545,-0.37179629065084174,1.9241281743866323,1.6851115580682552,0.11135180462753237,0.14291304328980428,0.47883467220576326,0.24934031845654261,0.4011788338653517,0.9215852398197497,0.8032234573412053
FR,France,2022,2.78,41090,2.52,86.5,7.3,68.0,2.19,32,4300,8100.0,1100,7.36,4,36,CleanTech,1.8837,post,0,63.24,2913.6691,0.9302,7.5,-31.93,0,1,0.6385,0.6243,0.493827,0.6263,10.7629,13.9504,646361.31,8.3701,0,0,7.3569,7,False,False,False,True,False,False,False,False,False,False,False,False,False,2,False,True,False,-0.20194074729297964,0.07820591334889201,0.03532297413195466,0.22524925427884873,0.7853896859828544,-0.43467383864591613,-0.14506976307380076,-0.3004402261270198,-0.28212449109706833,-0.30148866242100014,-0.3418486302075731,-0.4514119239312344,-0.40655075128497825,-0.07050548016886572,-1.1076623100523735,0.06852418746309671,0.09158711095587349,-0.672178807988227,-0.44203955753286694,0.23518567382566308,-0.01976142252162251,0.12176483633546924
FR,France,2023,3.03,44530,0.9,86.8,7.3,68.2,2.19,32,4200,6200.0,1000,6.2,3,39,AI/ML,1.4762,post,0,61.58,2046.2046,0.7143,-2.33,-23.46,0,1,0.6399,0.6337,0.483871,0.577,11.0262,7.4637,721256.84,9.2835,0,0,6.1938,8,True,False,False,False,False,False,False,False,False,False,False,False,False,2,False,True,False,-0.16090755606833226,0.23001635382751787,-0.4762075809374718,0.24385464422478872,0.7853896859828544,-0.4342304447268622,-0.14506976307380076,-0.3058955019918126,-0.32813785636058385,-0.34044739722729755,-0.4097655766064287,-0.4613261257440684,-0.5511417160189866,-1.0312330516409327,-0.8920527471043465,0.07574812288842349,0.1408181072761747,-0.6962005295561468,-0.7985775061341002,0.28135235708165746,-0.32436185025335784,-0.2026343459556009
FR,France,2024,3.13,45801,1.1,87.5,7.2,68.4,2.2,32,4100,5800.0,980,5.92,3,42,AI/ML,1.4146,post,1,59.94,1853.0351,0.7317,-2.38,-6.45,0,1,0.6438,0.6417,0.517241,0.5865,0.93,-20.6133,763228.48,10.2414,0,0,5.9123,9,True,False,False,False,False,False,False,False,False,False,False,False,False,2,False,True,False,-0.1444942795784733,0.28610678110901017,-0.41305566055853016,0.287267220765316,0.7434351087401807,-0.43378705080780816,-0.1375035376005495,-0.3113507778566053,-0.33782488062658717,-0.34823914418855706,-0.4097655766064287,-0.4711208793422898,-0.5833396496084142,-1.036119763601625,-0.4590517239938461,0.09587194300183288,0.18271682754877117,-0.6156857797850059,-0.7298734389594199,-1.4889023618289843,-1.6427928258532671,-0.281147259561427
GB,United Kingdom,2015,2.9,44517,2.36,92.0,5.4,65.1,1.67,6,5100,6200.0,1410,4.4,7,21,FinTech,1.2157,pre,0,78.34,2137.931,1.3725,5.88,12.9,0,0,0.6769,0.6399,1.129032,0.6869,5.88,12.9,568515.98,4.1168,0,1,4.394,0,False,False,False,False,False,False,False,True,False,False,False,False,False,0,False,False,True,-0.1822448155051489,0.22944265158152308,-0.015198562171198604,0.566348069954419,-0.011747281627948502,-0.4411030504721988,-0.5385134876828567,-0.2567980192086778,-0.32813785636058385,-0.1807165845214782,-0.13809779101100636,-0.36122852189882976,-0.535852550102021,-0.2288349476952898,0.03351557742815184,0.26666641627204996,0.17328961548743685,0.8604364640638426,-0.0037799290291200623,-0.6209757301648257,-0.06908577686041029,-0.7046149566403813
GB,United Kingdom,2016,2.66,40411,1.74,93.0,4.9,65.6,1.67,7,5400,7000.0,1480,4.73,4,25,FinTech,1.2963,pre,0,82.32,2631.5789,0.7407,5.88,12.9,0,0,0.6795,0.6375,0.571428,0.6853,5.88,12.9,492501.39,4.6288,0,1,4.7265,1,False,False,False,False,False,False,False,True,False,False,False,False,False,0,False,False,True,-0.22163667908081033,0.04824100373116325,-0.21096951534591732,0.6283660364408863,-0.22152016784131776,-0.43999456567456385,-0.5385134876828567,-0.2404321916142995,-0.3087638078285773,-0.15344547015707,-0.3418486302075731,-0.337458327190951,-0.45357019030526025,-0.2288349476952898,0.03351557742815184,0.2800822963476564,0.16071999940565757,-0.484944013352617,-0.015351140342749875,-0.6209757301648257,-0.06908577686041029,-0.6118776785802139
GB,United Kingdom,2017,2.64,39776,1.74,94.6,4.4,66.0,1.69,7,5900,7900.0,1540,5.13,5,30,FinTech,1.339,pre,0,89.39,2992.4242,0.8475,9.26,12.86,0,0,0.6883,0.6477,0.632911,0.7025,7.0067,12.8867,447381.8,5.0839,0,1,5.1265,2,False,False,False,False,False,False,False,True,False,False,False,False,False,0,False,False,True,-0.22491933437878214,0.02021785556141691,-0.21096951534591732,0.7275947828192336,-0.431293054054687,-0.4391077778364559,-0.5233810367363545,-0.2131558122903357,-0.28696800323006993,-0.13007022927329157,-0.2739316838087175,-0.2952333833254475,-0.3934236712872109,0.1015067808474962,0.0324973504484681,0.3254898904497084,0.21414086775321853,-0.3365985425651116,0.10903938127877562,-0.42342160170098575,-0.06971031409642127,-0.5003140358010649
GB,United Kingdom,2018,2.86,43043,1.34,95.0,4.1,66.4,1.71,9,6400,9100.0,1620,5.62,7,37,FinTech,1.4219,pre,0,96.39,3181.8182,1.0938,8.47,15.19,0,0,0.6877,0.6586,0.769231,0.7007,7.87,13.65,446805.19,5.7803,0,1,5.6138,3,False,False,False,False,False,False,False,True,False,False,False,False,False,0,False,False,True,-0.1888101261010925,0.16439364307411186,-0.3372733561038003,0.7524019694138209,-0.5571567857827089,-0.4382209899983479,-0.5082485857898523,-0.1858794329663719,-0.2579069304320601,-0.09890324142825364,-0.13809779101100636,-0.25342650821108775,-0.36185504666357177,0.024296731868561097,0.0918090720150446,0.32239391812456825,0.27122787412463073,-0.007687224351089232,0.09602176855094138,-0.27205169036448723,-0.03386751167182419,-0.3644016279853668
